title,qualifies_wg,disqualification_reason,wg_needs_to_read,relevant_references,notes,author,publication,doi,year,search_venue,institution_lead_author,country_of_study,spatial_scale,time_range,bio_recs_data_analyzed,methods_development,methods_analysis,individual_sp_analysis,community_analysis,compiled_individual_sp_analysis,alien_sp_focus,distribution_change_based_on_specimen_reexamination,testing_spat_bias_correction,(testing other data quality correction),sp_richness,diversity,distribution,phenology,testing_macro_theory,order,taxon,entire_taxon_group,subset_justified,spatial_bias_addressed,spat_bias_correction_method,observer_variability_addressed,data_source,data_tp_what_where_when,data_tp_detection_non_detection,data_tp_known_effort,data_tp_semi_structured,data_tp_museum,data_tp_photo,data_tp_audio,data_tp_video,results_tp_hypothesis_testing,results_tp_prediction,results_tp_descriptive,(prediction performance meausure),(analysis method),multiple_datasets_integrated_for_analysis,(predictor variables),(summary stats),sample_size,voucher_necessary_for_analysis,volume,issue
Using citizen science butterfly counts to predict species population trends,TRUE,NA,NA,NA,NA,"Dennis, Emily B.; Morgan, Byron J. T.; Brereton, Tom M.; Roy, David B.; Fox, Richard",CONSERVATION BIOLOGY,10.1111/cobi.12956,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,6
Loss rates of butterfly species with urban development. A test of atlas data and sampling artefacts at a fine scale,TRUE,NA,NA,NA,NA,"Dennis, RLH; Hardy, PB",BIODIVERSITY AND CONSERVATION,10.1023/A:1013161522916,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11
On the Potential of Surfers to Monitor Environmental Indicators in the Coastal Zone,FALSE,Not biology.  Temperature citizen science through remote sensing.,TRUE,NA,NA,"Brewin, Robert J. W.; de Mora, Lee; Jackson, Thomas; Brewin, Thomas G.; Shutler, Jamie",PLOS ONE,10.1371/journal.pone.0127706,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7
A visual method to identify significant latitudinal changes in species' distributions,TRUE,NA,TRUE,NA,Could be very relevant to my stuff.  I should explore this.,"Stafford, Richard; Hart, Adam G.; Goodenough, Anne E.",ECOLOGICAL INFORMATICS,10.1016/j.ecoinf.2013.03.003,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
Risk factors associated with the salmonella status of dairy farms in England and Wales,FALSE,Not biology.  Epidemiology.,NA,NA,NA,"Davison, H. C.; Sayers, A. R.; Smith, R. P.; Pascoe, S. J. S.; Davies, R. H.; Weaver, J. P.; Evans, S. J.",VETERINARY RECORD,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,26
"Environmental stratifications as the basis for national, European and global ecological monitoring",FALSE,Not bio recs data.  Systematic habitat data.,TRUE,NA,Stratification method to identify undersampled areas could be useful to me.,"Metzger, M. J.; Brus, D. J.; Bunce, R. G. H.; Carey, P. D.; Goncalves, J.; Honrado, J. P.; Jongman, R. H. G.; Trabucco, A.; Zomer, R.",ECOLOGICAL INDICATORS,10.1016/j.ecolind.2012.11.009,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA
Using multi-scale modelling to predict habitat suitability for species of conservation concern: The grey long-eared bat as a case study,TRUE,NA,NA,NA,NA,"Razgour, Orly; Hanmer, Julia; Jones, Gareth",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2011.08.010,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,12
"REGIONAL GEOCHEMISTRY AND THE IDENTIFICATION OF METALLOGENIC PROVINCES - EXAMPLES FROM LEAD-ZINC-BARIUM, TIN-URANIUM AND GOLD DEPOSITS",FALSE,Not biology.  Geology.,NA,NA,NA,"PLANT, JA; BREWARD, N; SIMPSON, PR; SLATER, D",JOURNAL OF GEOCHEMICAL EXPLORATION,10.1016/0375-6742(90)90074-K,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1-2
Dialects of an invasive songbird are preserved in its invaded but not native source range,FALSE,Not bio recs data.,NA,NA,Citizen science project set up specifically to upload yellowhammer songs for a study of the dialect.  Therefore data not arising from general biological recording.,"Pipek, Pavel; Petruskova, Tereza; Petrusek, Adam; Diblikova, Lucie; Eaton, Mark A.; Pysek, Petr",ECOGRAPHY,10.1111/ecog.02779,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2
Heterocladium wulfsbergii I.Hagen in the British Isles,FALSE,taxonomy,NA,NA,NA,"Crundwell, AC; Smith, AJE",JOURNAL OF BRYOLOGY,10.1179/jbr.2000.22.1.43,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA
Developing and launching a wider countryside butterfly survey across the United Kingdom,TRUE,NA,TRUE,NA,NA,"Brereton, T. M.; Cruickshanks, K. L.; Risely, K.; Noble, D. G.; Roy, D. B.",JOURNAL OF INSECT CONSERVATION,10.1007/s10841-010-9345-8,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1-2
"Catalogue of type, figured and referred fossils in the Geological Department of the Manchester Museum: supplement",FALSE,Fossils only.  Data publication.  Collection catalogue.,NA,NA,NA,"Nudds, JR",PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,10.1144/pygs.55.3.173,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA
Historical versus contemporary medicinal plant uses in Ghana,FALSE,Not bio recs data.  Museum specimens used for medicinal study.,NA,NA,NA,"Soelberg, J.; Asase, A.; Akwetey, G.; Jager, A. K.",JOURNAL OF ETHNOPHARMACOLOGY,10.1016/j.jep.2014.11.036,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA
"John Stuart Webb, FREng, and Applied Geochemistry at the Imperial College of Science and Technology, London",FALSE,biography.  Geology.,NA,NA,NA,"Howarth, Richard J.",GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,10.1144/1467-7873/09-237,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3
Using opportunistic photo-identifications to detect a population decline of killer whales (Orcinus orca) in British and Irish waters,TRUE,NA,NA,NA,NA,"Beck, Suzanne; Foote, Andrew D.; Koetter, Sandra; Harries, Olivia; Mandleberg, Laura; Stevick, Peter T.; Whooley, Padraig; Durban, John W.",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,10.1017/S0025315413001124,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,6
Wave resource assessment for Scottish waters using a large scale North Atlantic spectral wave model,FALSE,Not biology.  Ocean wave energy.,NA,NA,NA,"Venugopal, Vengatesan; Nemalidinne, Reddy",RENEWABLE ENERGY,10.1016/j.renene.2014.11.056,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA
Lectotypification of Hemionitis pothifolia (Polypodiaceae),FALSE,taxonomy,NA,NA,NA,"Mazumdar, Jaideep",ACTA BOTANICA GALLICA,10.1080/12538078.2015.1014412,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,2
"Volunteer Conservation Action Data Reveals Large-Scale and Long-Term Negative Population Trends of a Widespread Amphibian, the Common Toad (Bufo bufo)",TRUE,NA,NA,NA,NA,"Petrovan, Silviu O.; Schmidt, Benedikt R.",PLOS ONE,10.1371/journal.pone.0161943,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10
Identity of Schizaphis species (Hemiptera: Aphididae) in the United Kingdom: are they a threat to crops?,FALSE,Museum taxonom as basis for species identification of new observations.,NA,NA,NA,"Kati, Amalia; Shufran, Kevin A.; Taylor, Mark S.; Barjadze, Shalva; Eastop, Victor F.; Blackman, Roger L.; Harrington, Richard",BULLETIN OF ENTOMOLOGICAL RESEARCH,10.1017/S0007485312000909,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,4
"The osteology of Magnosaurus nethercombensis (Dinosauria, Theropoda) from the Bajocian (Middle Jurassic) of the United Kingdom and a re-examination of the oldest records of tetanurans",FALSE,Fossil only. Taxonomy.,NA,NA,NA,"Benson, Roger B. J.",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,10.1080/14772011003603515,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1
The role of 'Big Society' in monitoring the state of the natural environment,FALSE,review,NA,NA,NA,"Mackechnie, Colin; Maskell, Lindsay; Norton, Lisa; Roy, David",JOURNAL OF ENVIRONMENTAL MONITORING,10.1039/c1em10615e,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10
Indexing butterfly abundance whilst accounting for missing counts and variability in seasonal pattern,TRUE,NA,TRUE,NA,Could test this method for trends.,"Dennis, Emily B.; Freeman, Stephen N.; Brereton, Tom; Roy, David B.",METHODS IN ECOLOGY AND EVOLUTION,10.1111/2041-210X.12053,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7
Transcriptional profiling of human glioblastoma vessels indicates a key role of VEGF-A and TGF beta 2 in vascular abnormalization,FALSE,physiology.,NA,NA,NA,"Dieterich, Lothar C.; Mellberg, Sofie; Langenkamp, Elise; Zhang, Lei; Zieba, Agata; Salomaki, Henriikka; Teichert, Martin; Huang, Hua; Edqvist, Per-Henrik; Kraus, Theo; Augustin, Hellmut G.; Olofsson, Tommie; Larsson, Erik; Soderberg, Ola; Molema, Grietje; Ponten, Fredrik; Georgii-Hemming, Patrik; Alafuzoff, Irina; Dimberg, Anna",JOURNAL OF PATHOLOGY,10.1002/path.4072,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,3
Pest categorisation of Entoleucamammata,TRUE,NA,NA,NA,I think the EPPO database collates datasets which include bio recs.  For example see Otiorhynchus sulcatus in Canada which seems to be based on an article of new Coleoptera records.  This would qualify as bio recs data.,"Jeger, Mike; Bragard, Claude; Caffier, David; Candresse, Thierry; Chatzivassiliou, Elisavet; Dehnen-Schmutz, Katharina; Gilioli, Gianni; Gregoire, Jean-Claude; Jaques Miret, Josep Anton; MacLeod, Alan; Navarro, Maria Navajas; Niere, Bjoern; Parnell, Stephen; Potting, Roel; Rafoss, Trond; Rossi, Vittorio; Urek, Gregor; Van Bruggen, Ariena; Van der Werf, Wopke; West, Jonathan; Winter, Stephan; Boberg, Johanna; Gonthier, Paolo; Pautasso, Marco",EFSA JOURNAL,10.2903/j.efsa.2017.4925,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7
CHANGE AND CAUSES OF CHANGE IN THE VASCULAR PLANT FLORA OF IRELAND: 1970-1999,TRUE,NA,NA,NA,NA,"McCollin, Duncan; Geraghty, Eva",BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,10.3318/BIOE.2015.08,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115B,1
"Coenosia wulpi (Pont) (Diptera, Muscidae, Coenosiinae): redescription of male, description of female and terminalia",FALSE,taxonomy. Wrong geographic area.,NA,NA,NA,"Couri, Marcia S.",REVISTA BRASILEIRA DE ZOOLOGIA,10.1590/S0101-81752007000200014,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2
AVOIDABLE MORTALITY AS AN INDEX OF HEALTH-CARE OUTCOME - RESULTS FROM THE EUROPEAN COMMUNITY ATLAS OF AVOIDABLE DEATH,FALSE,epidemiology,NA,NA,NA,"BARRY, J",IRISH JOURNAL OF MEDICAL SCIENCE,10.1007/BF02942120,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,8
Developing safety signs for children on board trains,FALSE,not biology.  Epidemiology,NA,NA,NA,"Waterson, Patrick; Pilcher, Cara; Evans, Sian; Moore, Jill",APPLIED ERGONOMICS,10.1016/j.apergo.2011.05.012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1
Talking security and rights The framing of counter-terrorism legislation in the UK,FALSE,not biology.  politics.,NA,NA,NA,"Demirsu, Ipek",JOURNAL OF LANGUAGE AND POLITICS,10.1075/jlp.15043.dem,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5
Descriptions and revised key to the eggcases of the skates (Rajiformes: Rajidae) and catsharks (Carcharhiniformes: Scyliorhinidae) of the British Isles,FALSE,Text not easily available.,NA,NA,May qualify otherwise.  Uses specimens collected through a cit sci project but it’s not clear without article whether measurements were taken on the physical specimens or on photos.  If on physical specimens then this is probably just museum taxonomy.  If on photos then this might be new bio recs type data.,"Gordon, Cat A.; Hood, Ali R.; Ellis, Jim R.",ZOOTAXA,10.11646/zootaxa.4150.3.2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150,3
The National Eclipse Weather Experiment: an assessment of citizen scientist weather observations,FALSE,weather,NA,NA,NA,"Barnard, L.; Portas, A. M.; Gray, S. L.; Harrison, R. G.",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,10.1098/rsta.2015.0220,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,2077
Geospatial sentiment analysis using twitter data for UK-EU referendum,FALSE,not biology.  politics.,NA,NA,NA,"Agarwal, Amit; Singh, Ritu; Toshniwal, Durga",JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES,10.1080/02522667.2017.1374735,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1
Understanding and managing fish populations: keeping the toolbox fit for purpose,FALSE,review,NA,NA,NA,"Paris, J. R.; Sherman, K. D.; Bell, E.; Boulenger, C.; Delord, C.; El-Mahdi, M. B. M.; Fairfield, E. A.; Griffiths, A. M.; Roberts, C. Gutmann; Hedger, R. D.; Holman, L. E.; Hooper, L. H.; Humphries, N. E.; Katsiadaki, I.; King, R. A.; Lemopoulos, A.; Payne, C. J.; Peirson, G.; Richter, K. K.; Taylor, M. I.; Trueman, C. N.; Hayden, B.; Stevens, J. R.",JOURNAL OF FISH BIOLOGY,10.1111/jfb.13549,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3
"An atlas of suicide mortality: England and Wales, 1988-1994",FALSE,epidemiology,NA,NA,NA,"Middleton, Nicos; Sterne, Jonathan A. C.; Gunnell, David J.",HEALTH & PLACE,10.1016/j.healthplace.2007.09.007,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3
"Multi-element composition of historical lichen collections and bark samples, indicators of changing atmospheric conditions",FALSE,not bio recs data.  Museum specimens used for chemical analysis.,NA,NA,NA,"Purvis, O. W.; Chimonides, P. D. J.; Jeffries, T. E.; Jones, G. C.; Rusu, A. -M.; Read, H.",ATMOSPHERIC ENVIRONMENT,10.1016/j.atmosenv.2006.08.040,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1
"No. 3 Highbury Grove, Islington: the private geological museum of James Scott Bowerbank (1797-1877)",FALSE,biography,NA,NA,NA,"Williams, R. B.; Torrens, Hugh S.",ARCHIVES OF NATURAL HISTORY,10.3366/anh.2016.0383,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,2
The impact of the 4 h target on patient care and outcomes in the Emergency Department: an analysis of hospital incidence data,FALSE,medicine,NA,NA,NA,"Freeman, Jenny V.; Croft, Susan; Cross, Sue; Yap, Chris; Mason, Suzanne",EMERGENCY MEDICINE JOURNAL,10.1136/emj.2009.085431,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,12
Classification and evaluation of spider (Araneae) assemblages on environmentally sensitive areas in Northern Ireland,FALSE,not bio recs data.  Data collected by author in systematic study.,NA,NA,NA,"Cameron, A; Johnston, RJ; McAdam, J",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,10.1016/S0167-8809(03)00274-3,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1
Range expansion of an invasive species through a heterogeneous landscape - the case of American mink in Scotland,TRUE,NA,NA,NA,NA,"Fraser, Elaine J.; Lambin, Xavier; Travis, Justin M. J.; Harrington, Lauren A.; Palmer, Stephen C. F.; Bocedi, Greta; Macdonald, David W.",DIVERSITY AND DISTRIBUTIONS,10.1111/ddi.12303,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8
"Distribution of Borrelia burgdorferi sl spirochaete DNA in British ticks (Argasidae and Ixodidae) since the 19th Century, assessed by PCR",FALSE,not bio recs data.  Museum specimens used for DNA analysis.,NA,NA,NA,"Hubbard, MJ; Baker, AS; Cann, KJ",MEDICAL AND VETERINARY ENTOMOLOGY,10.1046/j.1365-2915.1998.00088.x,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
The invasion of the Chinese mitten crab (Eriocheir sinensis) in the United Kingdom and its comparison to continental Europe,TRUE,NA,NA,NA,NA,"Herborg, LM; Rushton, SP; Clare, AS; Bentley, MG",BIOLOGICAL INVASIONS,10.1007/s10530-004-2999-y,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6
A multi-analytical approach towards the investigation of Subarctic Athapaskan colouring of quillwork and its sensitivity to photo-degradation,FALSE,not biology.  anthropology.,NA,NA,NA,"Troalen, L. G.; Roehrs, S.; Calligaro, T.; Pacheco, C.; Kunz, S.; del Hoyo-Melendez, J. M.; Hulme, A. N.",MICROCHEMICAL JOURNAL,10.1016/j.microc.2015.11.053,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA
"Relative roles of life-form, land use and climate in recent dynamics of alien plant distributions in the British Isles",TRUE,NA,NA,NA,NA,"Hulme, P. E.",WEED RESEARCH,10.1111/j.1365-3180.2008.00658.x,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1
Changes in the vascular plant floras of England and Scotland between 1930-1960 and 1987-1988: The BSBI monitoring scheme,TRUE,NA,NA,NA,NA,"Rich, TCG; Woodruff, ER",BIOLOGICAL CONSERVATION,10.1016/0006-3207(95)00077-1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,3
