author,title,year,articleURL,doi
EA Goldstein,Ecology of frontier populations of the invasive grey squirrel (Sciurus carolinensis) in Ireland,2014,https://cora.ucc.ie/handle/10468/1927,NA
"S Traverso, V Cerutti, K Stock, M Jackson",EDIT: A Methodology for the Treatment of Non-authoritative Data in the Reconstruction of Disaster Scenarios,2014,https://link.springer.com/chapter/10.1007/978-3-319-11818-5_4,NA
"V Müllerová, M Hejcman, P Hejcmanová, V Pavlů",Effect of fertilizer application on Urtica dioica and its element concentrations in a cut grassland,2014,https://www.sciencedirect.com/science/article/pii/S1146609X14000629,NA
"JA Stockan, J Baird, SJ Langan…","Effects of riparian buffer strips on ground beetles (Coleoptera, Carabidae) within an agricultural landscape",2014,http://onlinelibrary.wiley.com/doi/10.1111/icad.12043/full,NA
"C Hooper, N Hedge, D Hutchison, D Papadimitriou…",EINS D2. 3 Network of excellence in internet science: whitepaper on recommendations for funding agencies,2014,https://eprints.soton.ac.uk/373226/1/373226.pdf,NA
MJ Schram,Environmental factors influencing and behavioral changes associated with reproduction and the impacts of simulated size-selective harvesting on a sex-changing fish,2014,http://scholarworks.csun.edu/handle/10211.3/127066,NA
H Voss,Environmental public participation in the UK,2014,https://www.berghahnjournals.com/view/journals/ijsq/4/1/ijsq040103.xml,NA
"A Bonny, DN Noah, M Ngantcha, R Ateh, C Saka…",Epidemiology of sudden cardiac death in Cameroon: Rationale and design of the Douala-SUD survey,2014,https://www.sciencedirect.com/science/article/pii/S1875213614001089,NA
DA Whitehead,Establishing a quantifiable model of whale shark avoidance behaviours to anthropogenic impacts in tourism encounters to inform management actions,2014,http://uhra.herts.ac.uk/handle/2299/14655,NA
"S Targetti, F Herzog, IR Geijzendorffer, S Wolfrum…",Estimating the cost of different strategies for measuring farmland biodiversity: Evidence from a Europe-wide field evaluation,2014,https://www.sciencedirect.com/science/article/pii/S1470160X14002039,NA
"T Roth, N Strebel, V Amrhein",Estimating unbiased phenological trends by adapting site‐occupancy models,2014,http://onlinelibrary.wiley.com/doi/10.1890/13-1830.1/full,NA
"SR Loss, T Will, PP Marra",Estimation of bird‐vehicle collision mortality on US roads,2014,http://onlinelibrary.wiley.com/doi/10.1002/jwmg.721/full,NA
"B Dahlbäck, LM van der Watt, K Jagodziński…","European Arctic Initiatives Compendium: Preparatory Action, Strategic Environmental Impact Assessment of development of the Arctic",2014,http://www.diva-portal.org/smash/get/diva2:954387/FULLTEXT01.pdf,NA
"S Preuss, M Low, A Cassel‐Lundhagen…",Evaluating range‐expansion models for calculating nonnative species' expansion rate,2014,http://onlinelibrary.wiley.com/doi/10.1002/ece3.1106/full,NA
M Adams,Evaluating the role of citizen science in the context of human-wildlife conflict management,2014,http://search.proquest.com/openview/5a2b53a09411a444d45e3d2b8ad31e28/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"R Clarke, D Mount",Evaluation guidance for landscape partnerships,2014,http://eprints.bbk.ac.uk/11637/,NA
"R Phillips, S Baurley",Exploring Open Design for the application of Citizen Science; a toolkit methodology,2014,http://researchonline.rca.ac.uk/id/eprint/1860,NA
"R Cushing, BE Washburn",Exploring the role of Ospreys in education,2014,http://www.bioone.org/doi/abs/10.3356/JRR-14-00011.1,NA
B Karlsson,Extended season for northern butterflies,2014,https://link.springer.com/article/10.1007/s00484-013-0649-8,NA
DM Burt,Factors influencing snowshoe hare (Lepus americanus ) in Michigan,2014,http://search.proquest.com/openview/78ff457b400f1d08294d6385521d8e28/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"N Pantidi, S Moran, K Bachour…",Field testing a rare species bioacoustic smartphone application: Challenges and future considerations,2014,http://ieeexplore.ieee.org/abstract/document/6815235/,NA
"E Alonso, L Bellisari, F De Leo, A Hardisty…",Flock together with CReATIVE-B: A roadmap of global research data infrastructures supporting biodiversity and ecosystem science,2014,http://orca.cf.ac.uk/id/eprint/88149,NA
"AB Mattos, RG Herrmann, KK Shigeno…",Flower classification for a citizen science mobile app,2014,https://dl.acm.org/citation.cfm?id=2582620,NA
"M Kelly-Quinn, JR Baars",Foreword,2014,NA,NA
"CM Bourque, AK Houseal, KM Welsh…",Free-choice family learning: a literature review for the National Park Service,2014,http://repository.uwyo.edu/smtc_facpub/1/,NA
"B Newt, NASAS Grants, A Conservation",FrogLog,2014,https://www.researchgate.net/profile/Edward_Narayan/publication/264348800_Over-Wintering_Tadpoles_of_Mixophyes_fasciolatus_Act_as_Reservoir_Host_for_Batrachochytrium_dendrobatidis/links/53d9e0390cf2631430c7de14/Over-Wintering-Tadpoles-of-Mixophyes-fasciolatus-Act-as-Reservoir-Host-for-Batrachochytrium-dendrobatidis.pdf,NA
"M Moezzi, KB Janda",From “if only” to “social potential” in schemes to reduce building energy use,2014,https://www.sciencedirect.com/science/article/pii/S2214629614000280,NA
"A Bates, J Sadler, D Grundy, N Lowe, G Davis, D Baker…",Garden and landscape-scale correlates of moths of differing conservation status,2014,http://pure-oai.bham.ac.uk/ws/files/15912318/journal.pone.0086925.pdf,NA
"AJ Bates, JP Sadler, D Grundy, N Lowe, G Davis…",Garden and landscape-scale correlates of moths of differing conservation status: significant effects of urbanization and habitat diversity,2014,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0086925,NA
"CI Fraser, A Terauds, J Smellie…",Geothermal activity helps life survive glacial cycles,2014,http://www.pnas.org/content/111/15/5634.short,NA
"JH Poelen, JD Simons, CJ Mungall",Global biotic interactions: an open infrastructure to share and analyze species-interaction datasets,2014,https://www.sciencedirect.com/science/article/pii/S1574954114001125,NA
"AC Vegter, M Barletta, C Beck…",Global research priorities to mitigate plastic pollution impacts on marine wildlife,2014,https://espace.library.uq.edu.au/view/UQ:376116,NA
C Cathrine,Grass Snakes (Natrix natrix) in Scotland,2014,http://www.glasgownaturalhistory.org.uk/gn26_1/nar_conf/cathrine_grass-snakes.pdf,NA
"N Barsoum, L Fuller, F Ashwood, K Reed…",Ground-dwelling spider (Araneae) and carabid beetle (Coleoptera: Carabidae) community assemblages in mixed and monoculture stands of oak (Quercus …,2014,https://www.sciencedirect.com/science/article/pii/S0378112713006051,NA
"L Fuller, M Newman, S Irwin, T Kelly…",Ground-dwelling spider diversity in rare European oak and yew woodlands and the impact of grazing,2014,https://link.springer.com/article/10.1007/s10531-014-0695-5,NA
"DW McKenney, JH Pedlar, K Lawrence…",Hardiness Zones and Bioclimatic Modelling of Plant Species Distributions in North America©,2014,https://www.actahort.org/books/1085/1085_24.htm,NA
R Shepherd,Hedging Bets: The Effect of Field Boundary Variables on Farmland Songbird Breeding Success in Scotland,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.703.1108&rep=rep1&type=pdf,NA
"QJ Groom, C O'Reilly, T Humphrey","Herbarium specimens reveal the exchange network of British and Irish botanists, 1856–1932",2014,http://www.tandfonline.com/doi/abs/10.1179/2042349714Y.0000000041,NA
S Johnsen,Hide and seek in the open sea: pelagic camouflage and visual countermeasures,2014,http://www.annualreviews.org/doi/abs/10.1146/annurev-marine-010213-135018,NA
"S Dunn, M Hedges",How the crowd can surprise us: Humanities crowdsourcing and the creation of knowledge,2014,https://books.google.com/books?hl=en&lr=&id=sPwGDAAAQBAJ&oi=fnd&pg=PA231&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=2aA8NsPCm7&sig=XmCusKdGFhuugBJVenoG31avcKE,NA
"K Ozhan, ML Parsons, S Bargu",How Were Phytoplankton Affected by the Deepwater Horizon Oil Spill?,2014,https://academic.oup.com/bioscience/article-abstract/64/9/829/269288,NA
E Stroud,"If the connections between city and forest become recognized and nurtured, if we see cities and woods as the interdependent, uninterrupted landscape …",2014,NA,NA
"D Lafage, J Petillon",Impact of cutting date on carabids and spiders in a wet meadow,2014,https://www.sciencedirect.com/science/article/pii/S0167880913004222,NA
"A De Donno, A Idolo, F Bagordo, T Grassi…","Impact of stinging jellyfish proliferations along south Italian coasts: human health hazards, treatment and social costs",2014,http://www.mdpi.com/1660-4601/11/3/2488/htm,NA
S Scorrano,"Impacts of Aurelia sp. 1 outbreaks in a Mediterranean coastal lagoon (Varano, SE Adriatic coast)",2014,http://dspace.unitus.it/handle/2067/2905,NA
"DM Tendall, S Hellweg, S Pfister…","Impacts of River Water Consumption on Aquatic Biodiversity in Life Cycle Assessment A Proposed Method, and a Case Study for Europe",2014,http://pubs.acs.org/doi/abs/10.1021/es4048686,NA
I Park,"Impacts of Spatial, Environmental, and Compositional Differences on Community-level Flowering Phenology",2014,http://search.proquest.com/openview/b9e7224737ed2b15efab500515603e7d/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"A Day, D Laffoley, J Davis, A Jeffrey…",Innovation in communications about marine protection,2014,http://onlinelibrary.wiley.com/doi/10.1002/aqc.2509/full,NA
B Nelson,"Insect and spider records from Islay in 2011 (Arachnida, Coleoptera, Hemiptera and Hymenoptera)",2014,http://www.glasgownaturalhistory.org.uk/gn26_1/islay_invertebrates.pdf,NA
V Tönnberg,Integrerat växtskydd i jordgubbar,2014,https://stud.epsilon.slu.se/6412/,NA
"A Kis, O Kanizsár, M Gácsi…",Intranasally administered oxytocin decreases heart rate and increases heart rate variability in dogs,2014,http://www.journalvetbehavior.com/article/S1558-7878(14)00176-2/abstract,NA
L Bee,Invertebrate Survey of Eynsham Abbey Fishponds 2014,2014,http://eynsham-pc.gov.uk/variable/organisation/167/attachments/fishponds_invertebrates_2014.pdf,NA
"J Prpić, P Shukla, Y Roth, JF Lemoine",Is the world flat? Unpacking the geography of crowd capital,2014,http://www.academia.edu/download/42334698/Is_the_World_Flat_Unpacking_the_Geograph20160207-18447-1pmfmai.pdf,NA
"G Kenn, A House, H Heath, DRBSMSCE MIES",JBA Project Manager,2014,https://www.gov.im/media/1346660/2014s1358-appendix-f-environmental-review-rev-10.pdf,NA
"JB Souissi, M Rifi, R Ghanem, L Ghozzi…","Lagocephalus sceleratus (Gmelin, 1789) expands through the African coasts towards the Western Mediterranean Sea: a call for awareness",2014,https://www.researchgate.net/profile/Mouna_Rifi2/publication/280322485_Lagocephalus_sceleratus_Gmelin_1789_expands_through_the_African_coasts_towards_the_Western_Mediterranean_Sea_A_call_for_awareness/links/55f091ff08aedecb68ffb749.pdf,NA
"TA Wilhelm, CRC Sheppard…",Large marine protected areas–advantages and challenges of going big,2014,http://onlinelibrary.wiley.com/doi/10.1002/aqc.2499/full,NA
H Kim,Learning from UK disaster exercises: policy implications for effective emergency preparedness,2014,http://onlinelibrary.wiley.com/doi/10.1111/disa.12084/full,NA
"J Starr, CM Schweik, N Bush, L Fletcher, J Finn, J Fish…","Lights, camera… citizen science: assessing the effectiveness of smartphone-based video training in invasive plant identification",2014,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0111433,NA
"M Lazarina, AS Kallimanis, JD Pantis, SP Sgardelis",Linking species richness curves from non-contiguous sampling to contiguous-nested SAR: An empirical study,2014,https://www.sciencedirect.com/science/article/pii/S1146609X14001076,NA
"THS Smithers, WJ Sutherland",Links between plant species' spatial and temporal responses,2014,https://www.researchgate.net/profile/Richard_Smithers/publication/259985979_Links_between_plant_species'_spatial_and_temporal_responses_to_a_warming_climate/links/56509b4808ae4988a7ab9066.pdf,NA
"T Amano, RP Freckleton…",Links between plant species' spatial and temporal responses to a warming climate,2014,http://rspb.royalsocietypublishing.org/content/281/1779/20133017.short,NA
J German,Literature Review of Ecosystem Service Virtual Laboratories,2014,https://helda.helsinki.fi/handle/10138/144226,NA
"M Davis, S Naumann, K McFarland, A Graf…","Literature Review, the ecological effectiveness of the Natura 2000 Network",2014,http://www.academia.edu/download/44055735/Literature_Review_-_The_ecological_effec20160323-19929-urpv6h.pdf,NA
"R Fox, TH Oliver, C Harrower…",Long‐term changes to the frequency of occurrence of British moths are consistent with opposing and synergistic effects of climate and land‐use changes,2014,http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12256/full,NA
"NR Lottig, T Wagner, E Norton Henry…",Long-Term Citizen-Collected Data Reveal Geographical Patterns and,2014,http://sites.psu.edu/trace/wp-content/uploads/sites/20665/2014/11/Lottig-et-al-2014-PLoSE-ONE.pdf,NA
"NR Lottig, T Wagner, EN Henry, KS Cheruvelil…",Long-term citizen-collected data reveal geographical patterns and temporal trends in lake water clarity,2014,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0095769,NA
"EN Henry, T Wagner, NR Lottig",Long-Term Citizen-Collected Data Reveal Geographical Patterns and Temporal Trends in Lake Water Clarity,2014,https://ir.library.oregonstate.edu/concern/articles/jd472z16s,NA
"S Bird, J Parker",Low levels of light pollution may block the ability of male glow-worms (Lampyris noctiluca L.) to locate females,2014,https://link.springer.com/article/10.1007/s10841-014-9664-2,NA
"EI Assessment, P Zones",M4 Junctions 3 to 12: Smart Motorway,2014,https://infrastructure.planninginspectorate.gov.uk/wp-content/ipc/uploads/projects/TR010019/TR010019-000152-140811_TR010019_%202649169_Revised%20Scoping%20Report%20-%20Version%202%20Final.pdf,NA
"T Merckx, EM Slade",Macro‐moth families differ in their attraction to light: implications for light‐trap monitoring programmes,2014,http://onlinelibrary.wiley.com/doi/10.1111/icad.12068/full,NA
"P Abelló, G Guerao, F Salmerón…",Maja brachydactyla (Brachyura: Majidae) in the western Mediterranean,2014,https://www.cambridge.org/core/journals/marine-biodiversity-records/article/maja-brachydactyla-brachyura-majidae-in-the-western-mediterranean/5EF517D5FAF85469513E5BDCCB095ECF,NA
"M Linnap, A Rice",Managed participatory sensing with yousense,2014,http://www.tandfonline.com/doi/abs/10.1080/10630732.2014.888216,NA
"RF Comont, HE Roy, BV Purse, OT Lewis, R Harrington…",Modelling the impact of an alien invasion: Harmonia axyridis in Britain,2014,https://ora.ox.ac.uk/objects/uuid:08de972b-1c12-4862-bb7d-95d614a9e011,NA
